id,label
0,0
1,0
2,0
3,0
4,0
5,1
6,0
7,1
8,0
9,0
10,1
11,1
12,1
13,0
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,1
31,0
32,0
33,1
34,1
35,0
36,1
37,0
38,0
39,1
40,0
41,0
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,0
54,0
55,1
56,1
57,1
58,0
59,0
60,0
61,1
62,1
63,0
64,1
65,0
66,0
67,0
68,1
69,1
70,0
71,1
72,0
73,1
74,1
75,0
76,0
77,1
78,1
79,0
80,1
81,0
82,0
83,0
84,0
85,0
86,0
87,1
88,0
89,1
90,0
91,0
92,0
93,1
94,0
95,0
96,1
97,0
98,0
99,0
100,0
101,1
102,0
103,0
104,1
105,1
106,1
107,0
108,1
109,0
110,1
111,1
112,0
113,0
114,1
115,0
116,0
117,0
118,0
119,0
120,1
121,0
122,0
123,1
124,1
125,1
126,1
127,0
128,0
129,0
130,0
131,1
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,0
147,1
148,0
149,0
150,0
151,1
152,1
153,0
154,0
155,0
156,1
157,0
158,0
159,1
160,1
161,1
162,1
163,0
164,1
165,0
166,0
167,1
168,0
169,0
170,1
171,1
172,0
173,1
174,1
175,1
176,1
177,0
178,0
179,1
180,1
181,0
182,0
183,1
184,0
185,0
186,0
187,1
188,0
189,0
190,0
191,0
192,0
193,1
194,0
195,0
196,0
197,0
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,1
206,0
207,0
208,1
209,0
210,1
211,0
212,0
213,0
214,1
215,0
216,1
217,0
218,0
219,0
220,1
221,0
222,0
223,1
224,0
225,1
226,1
227,0
228,0
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,0
244,0
245,0
246,0
247,1
248,0
249,1
250,0
251,1
252,0
253,1
254,0
255,1
256,0
257,0
258,0
259,0
260,1
261,0
262,0
263,1
264,0
265,0
266,0
267,1
268,1
269,0
270,0
271,0
272,1
273,1
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,1
291,0
292,0
293,0
294,0
295,0
296,0
297,1
298,1
299,0
300,0
301,1
302,1
303,0
304,0
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,1
319,1
320,1
321,0
322,0
323,0
324,1
325,1
326,0
327,0
328,0
329,1
330,0
331,0
332,0
333,0
334,1
335,0
336,0
337,0
338,1
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,1
347,0
348,0
349,1
350,0
351,1
352,1
353,0
354,0
355,1
356,1
357,0
358,0
359,0
360,0
361,1
362,1
363,1
364,0
365,0
366,1
367,0
368,0
369,0
370,1
371,0
372,0
373,1
374,0
375,0
376,0
377,0
378,0
379,0
380,1
381,1
382,0
383,0
384,0
385,1
386,1
387,0
388,1
389,0
390,0
391,0
392,0
393,1
394,1
395,0
396,1
397,1
398,0
399,0
400,0
401,0
402,1
403,0
404,1
405,1
406,1
407,0
408,1
409,0
410,0
411,1
412,0
413,1
414,0
415,0
416,0
417,1
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,1
427,0
428,1
429,1
430,0
431,0
432,0
433,1
434,0
435,1
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,1
459,0
460,0
461,0
462,0
463,1
464,1
465,0
466,1
467,1
468,0
469,1
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,1
481,1
482,1
483,0
484,0
485,0
486,0
487,0
488,0
489,1
490,0
491,0
492,1
493,0
494,1
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,1
507,0
508,0
509,1
510,0
511,1
512,0
513,0
514,0
515,0
516,1
517,1
518,0
519,0
520,0
521,0
522,0
523,0
524,1
525,0
526,1
527,0
528,0
529,0
530,0
531,1
532,0
